0.000000e+00	5.000000e+01	6.477501e-06	8.500424e-08	8.500424e-08
5.000000e+01	1.000000e+02	2.198127e-05	3.679400e-07	3.679400e-07
1.000000e+02	1.500000e+02	7.112714e-06	1.320287e-07	1.320287e-07
1.500000e+02	2.000000e+02	7.348822e-06	1.373821e-07	1.373821e-07
2.000000e+02	2.500000e+02	4.699381e-06	1.578399e-07	1.578399e-07
2.500000e+02	3.000000e+02	6.141894e-06	3.886073e-07	3.886073e-07
3.000000e+02	3.500000e+02	4.109160e-06	4.575637e-07	4.575637e-07
3.500000e+02	4.000000e+02	3.209164e-06	9.512975e-08	9.512975e-08
4.000000e+02	4.500000e+02	3.287922e-06	9.084217e-08	9.084217e-08
4.500000e+02	5.000000e+02	2.588623e-06	1.335026e-07	1.335026e-07
5.000000e+02	5.500000e+02	2.629022e-06	1.139008e-07	1.139008e-07
5.500000e+02	6.000000e+02	2.524809e-06	8.615713e-08	8.615713e-08
6.000000e+02	6.500000e+02	2.962798e-06	1.618244e-07	1.618244e-07
6.500000e+02	7.000000e+02	1.694864e-06	9.617141e-08	9.617141e-08
7.000000e+02	7.500000e+02	2.198500e-06	1.947348e-07	1.947348e-07
7.500000e+02	8.000000e+02	1.848204e-06	9.786827e-08	9.786827e-08
8.000000e+02	8.500000e+02	2.190662e-06	8.329120e-08	8.329120e-08
8.500000e+02	9.000000e+02	3.398384e-06	3.292098e-07	3.292098e-07
9.000000e+02	9.500000e+02	1.981245e-06	6.649841e-08	6.649841e-08
9.500000e+02	1.000000e+03	1.064835e-06	9.814275e-08	9.814275e-08
